,Assert,gcc_assert,gcc_checking_assert,ASSERT_ALWAYS,FFI_ASSERT,CHECK,_Static_assert,VERIFY,DEBUG,path
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,../gcc-11.2.0/gcc/hash-set.h
180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/hash-table.c
181,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/hash-table.h
182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/hash-traits.h
183,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/hwint.c
184,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/hwint.h
185,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ifcvt.c
186,23.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/input.c
187,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/input.h
188,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/internal-fn.c
189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/internal-fn.h
190,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-comdats.c
191,0.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,../gcc-11.2.0/gcc/ipa-cp.c
192,1.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-devirt.c
193,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-fnsummary.c
194,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-icf-gimple.c
195,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-icf.c
196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-icf.h
197,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-inline-analysis.c
198,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-inline-transform.c
199,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-inline.c
200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-inline.h
201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-modref-tree.h
202,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-modref.c
203,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-param-manipulation.c
204,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-polymorphic-call.c
205,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-predicate.c
206,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-profile.c
207,0.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-prop.c
